-1.777017008243320006e+01,1.290866061871766135e+01,-3.402955042824679310e+00,1.115231501066770115e+01,5.886212946426121917e+00,6.041890135681998508e+00,7.978585782298444506e+00,4.611230288791851706e+00,8.443402989373401724e+00,1.041604894266253112e+01
5.384982003889104973e+00,1.687128585503630207e+00,-7.404572119105427674e+00,1.853529487742856929e+01,5.610502000986263837e-01,5.600303472277150973e+00,5.998622902564394010e+00,8.010488954070700274e+00,9.496729358688492439e+00,9.986509251422869937e+00
4.516549156325588399e+00,-1.834089842408621607e-01,-1.224160248164746534e+01,9.127596829010564683e-01,1.064784021450938845e+01,8.059632535711616086e-01,1.079230103003424723e+01,2.571711677462435119e+00,1.027521251207731368e+01,8.367068157658740901e+00
-1.305401808629245508e+01,1.302890178772100782e+01,7.953573350912684248e+00,1.366745200977143693e+00,5.315998089648116043e+00,3.819955599764837562e+00,1.213611448045299568e+01,1.397433989663060672e+01,8.304662736764019115e+00,9.556094481138758923e+00
-1.532246017041558872e+01,1.060084106706335660e+01,-7.740259821171569854e+00,1.274684825074664474e+01,3.050985164270316741e+00,1.379079988475920082e+01,8.570166992797412675e+00,1.083249493139779496e+01,7.457854964198124215e+00,8.399553039909617880e+00
4.010467468933740953e+00,-3.575740843672762459e+00,3.438742948678841227e+00,-6.908543676179553117e+00,7.096055402120430067e+00,6.926101072420914662e+00,2.906702315747788923e+00,1.031652670113120784e+01,8.247642643622077330e+00,8.135874054384675702e+00
1.182560167311226706e+01,3.090306855443333944e+00,1.812411554297177219e+01,1.205022051340645106e-01,2.059019413587209968e+00,6.631445503582211742e+00,8.400976273444173970e+00,5.244858185696943842e+00,1.449599465098953388e+01,8.076689894054181806e+00
1.997806730820281818e+00,9.167286946497259947e+00,3.829074300509966555e+00,2.943413192923475918e+00,9.819058418527710330e+00,7.619180240836186613e+00,5.440119841867341322e+00,1.208054533834467037e+01,8.408902153036784455e+00,1.176865328547247458e+01
4.043024079593811493e+00,5.201414923061205009e+00,8.657194729101224340e+00,6.617481861336262483e+00,1.147056234979880429e+01,1.130627656589346408e+01,7.738988948853858574e+00,6.847416890740301021e+00,8.329655216193430078e+00,1.091483483050722292e+01
5.056891341254837080e+00,3.131892953979370731e+00,1.318807757627076249e+01,-8.669734625055625088e-02,-1.094774463598300329e+00,2.069069376416341477e+00,1.147139128337866509e+01,7.131367870863624780e+00,4.381765849611181984e+00,9.065359831558753356e+00
6.275680039776704078e+00,4.754495834054890402e+00,1.084509099145100741e+01,-3.394032378460996924e+00,3.183161590479193226e+00,1.026995246410802132e+01,7.506571521828052873e+00,8.496811547849878465e+00,8.202082087790531162e+00,9.170512452729333575e+00
2.388781334666695955e+00,-1.438751545850570679e+01,1.153330147786857474e+01,3.459076895971433530e-01,1.459809046417104295e+00,3.123754226489730002e-01,4.538973559904632360e+00,1.532550664409225938e+01,7.911090111990077389e+00,8.416943425070472884e+00
-7.304814801573222383e+00,4.573293089771247821e+00,2.209046532283306608e+00,6.145539006857118736e+00,8.646387545512396855e+00,-2.463459307532303910e+00,4.532930359862636038e+00,8.972222014044909599e+00,8.672155915461566167e+00,8.637341449232589952e+00
2.560323154262157175e+01,1.814250201611792690e+01,-5.639852628094448761e+00,-2.590416068553436091e-01,7.240720772687112117e+00,-4.960414405581602182e+00,9.015197123794935763e-01,5.564189746927242552e+00,5.713475164895158720e+00,1.095076148689449624e+01
1.568208443408722674e+00,6.402082082094959326e+00,-1.091248640166225492e+01,-2.734307552191294732e+00,2.418411542232916212e+00,1.158213392574333866e+01,3.596078678747850255e+00,7.978928499644863948e+00,9.377395131748144763e+00,1.087676297404512127e+01
-9.120885070696681751e+00,9.236322545616577173e+00,-8.501745967086051792e+00,4.510924240782092198e+00,6.259505878303485815e+00,-4.912005655339910959e+00,6.225701347517919260e+00,1.485044052191729769e+01,1.020567904614743782e+01,1.006107173830465484e+01
-1.542245892260105222e+00,-1.407082528868301452e+01,1.470056832512083389e+01,4.495087185369836646e+00,9.811639193640626644e-01,1.050126150876619846e+01,5.833033431400691526e+00,8.339273192968068571e+00,1.090817074363166483e+01,1.120081556480645801e+01
4.026993729960275381e+00,1.052330676081763983e+01,9.342454261304991903e+00,1.517306767447324312e+01,3.090428958849734009e+00,6.947694673832591761e+00,6.099995822440136273e+00,1.121088606437974278e+01,1.271963744077313052e+01,8.117191750708226294e+00
4.114783871471408006e+00,-2.701301503603905196e+00,-9.393417604354379336e-01,8.369609027104321086e+00,1.126660256225187773e+01,4.029738984798485468e+00,1.516924994000003579e+00,1.592591471435975770e+01,1.069729258380844072e+01,1.135849645655103579e+01
