0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.196165849414699807e+02,1.246786753691483511e+02,1.205415799932306840e+02,1.269243013745215478e+02,1.226798957776719732e+02,1.281892663153671492e+02,1.322232155349638276e+02,1.450744175006011858e+02,1.452182782854967513e+02
0.000000000000000000e+00,1.229365651808640081e+02,1.194900307603828367e+02,1.178700064343884293e+02,1.260487343352625942e+02,1.243024171946139944e+02,1.226509886039568471e+02,1.310270765268438709e+02,1.454917207374905956e+02,1.435740390436176313e+02
0.000000000000000000e+00,1.236485616818739288e+02,1.182574475056330385e+02,1.178143340445635090e+02,1.292190175313359077e+02,1.214719042322295763e+02,1.235582616790359651e+02,1.329509758138207189e+02,1.402858953995563809e+02,1.455628636097115702e+02
0.000000000000000000e+00,1.260791123451733142e+02,1.146923924980440574e+02,1.209137482749677446e+02,1.250571123758269465e+02,1.295858356393880797e+02,1.225519108258559413e+02,1.293777244958280903e+02,1.424949047265522211e+02,1.428167035036016159e+02
0.000000000000000000e+00,1.277716458917448108e+02,1.206571028291371590e+02,1.178981960902494137e+02,1.274619935683548562e+02,1.226265903061119644e+02,1.236405032182758816e+02,1.325493889354121109e+02,1.438694315112136621e+02,1.455838812342396693e+02
0.000000000000000000e+00,1.226279235629200883e+02,1.188660439713909227e+02,1.218133063510057497e+02,1.273379840760653963e+02,1.211117592337948992e+02,1.263680686797134598e+02,1.307703968708693765e+02,1.404142362275934488e+02,1.464845242396521314e+02
0.000000000000000000e+00,1.298839006703332473e+02,1.184978208689352925e+02,1.241928136229674351e+02,1.296742677605976439e+02,1.267535605636924601e+02,1.222033714953870032e+02,1.296878526618040723e+02,1.462781796937554475e+02,1.426534711208448698e+02
0.000000000000000000e+00,1.262442983250807771e+02,1.152993531555425051e+02,1.193192644736742949e+02,1.309104967183425856e+02,1.260313668459896945e+02,1.258639487888715820e+02,1.299367344752798772e+02,1.445348527787509170e+02,1.452409411652017184e+02
0.000000000000000000e+00,1.260411547806214685e+02,1.210880610624201807e+02,1.181876547087886280e+02,1.279733655089323747e+02,1.228407802077323652e+02,1.243669934237339589e+02,1.338593548730708847e+02,1.469446637729521399e+02,1.462727937094444712e+02
