119.61658494147,124.678675369148,120.541579993231,126.924301374522,122.679895777672,128.189266315367,132.223215534964,145.074417500601,145.218278285497
122.936565180864,119.490030760383,117.870006434388,126.048734335263,124.302417194614,122.650988603957,131.027076526844,145.491720737491,143.574039043618
123.648561681874,118.257447505633,117.814334044564,129.219017531336,121.47190423223,123.558261679036,132.950975813821,140.285895399556,145.562863609712
126.079112345173,114.692392498044,120.913748274968,125.057112375827,129.585835639388,122.551910825856,129.377724495828,142.494904726552,142.816703503602
127.771645891745,120.657102829137,117.898196090249,127.461993568355,122.626590306112,123.640503218276,132.549388935412,143.869431511214,145.58388123424
122.62792356292,118.866043971391,121.813306351006,127.337984076065,121.111759233795,126.368068679713,130.770396870869,140.414236227593,146.484524239652
129.883900670333,118.497820868935,124.192813622967,129.674267760598,126.753560563692,122.203371495387,129.687852661804,146.278179693755,142.653471120845
126.244298325081,115.299353155543,119.319264473674,130.910496718343,126.03136684599,125.863948788872,129.93673447528,144.534852778751,145.240941165202
126.041154780621,121.08806106242,118.187654708789,127.973365508932,122.840780207732,124.366993423734,133.859354873071,146.944663772952,146.272793709444
125.260342778878,117.866386538149,118.884725748315,128.873773822371,123.921531729006,127.959601640026,132.648461344439,143.745263598067,146.253953356565
125.801358559426,117.922731279616,127.01123674945,130.832050072807,126.113305020222,128.510333927694,128.632597012329,144.169675508208,146.982032521134
131.164574687691,116.819276666066,121.562903302296,121.526802682244,127.767256957368,123.300812356457,131.418932349313,146.473824396915,141.514580507548
124.539395955322,113.050633909707,122.354303108428,123.113258863468,127.01396075522,126.298713342514,131.849866348912,145.07169379482,144.487808776359
125.109859319055,123.4137918494,127.829850876562,126.55444922361,124.708357388229,123.695720898291,132.775246300515,150.159816162857,139.758314361478
120.456218491082,116.772345286305,119.785081607513,126.722103078674,124.483952720644,124.940611752563,130.446705022387,143.641057930112,141.307944033166
137.072972339848,116.95397558922,124.359036613001,131.602854677166,127.226434914001,126.120336039017,131.479743544878,140.136675552174,144.084402868935
122.515756871066,120.701769008453,121.87821559147,127.037262405027,126.855781843291,124.474623860909,135.523097259756,141.619043406429,141.653898287232
122.577104044909,116.910126163552,125.838773636157,123.802770996925,126.738811551378,128.881111441096,132.230372555845,142.852342980966,144.968210914254
128.048756922894,122.225175420258,126.154349752003,124.191892976114,124.44345744014,120.331211859203,131.811138256652,142.923921823689,145.593525971184
121.987624356947,123.903427256292,121.756522847448,128.378372147463,126.137038571328,128.564111443919,128.162195126862,144.360023921312,139.108114235678
121.063630253997,118.575828103113,120.871177382869,127.931265631649,126.721240602889,123.248790813599,132.705250575673,142.637618377746,145.383063777384
122.83763116301,123.164632081717,118.156711615661,123.597436108682,123.04968286313,124.456646945924,129.706159417352,145.005358185883,142.282170866846
112.808962534926,114.183610462216,119.123167807858,127.007634509354,124.443755481225,125.760947054052,131.326759645534,144.314787627443,146.471676240338
126.230628478629,117.758769241177,120.0479726293,131.865771282125,130.432385241727,122.601465584374,130.592720927962,147.876709274083,143.843136178051
124.289977569551,116.734118046414,124.135151212148,126.984116408251,129.602159929163,122.854076983692,126.527318646128,144.124435577897,142.238444202394
127.072724764267,121.24550242839,124.115987692745,127.647845574536,124.086868873941,125.159165645809,133.091801738866,145.552129862435,144.541667720991
125.352915083411,120.392090128573,124.524397726908,125.023658671777,122.82560823824,126.362765698264,131.831869733004,142.173167459135,145.235407679883
127.351349035995,117.556057880557,127.231666849318,127.882235040279,128.53428587897,125.094551891261,132.180939499042,148.017551202435,141.719267462977
128.147489106206,122.139689589861,120.358374611635,124.609674552637,123.616543701941,125.171453515359,134.123186185997,141.890950988015,141.12011732693
128.696367577384,116.863239528725,124.256195685034,121.301827841827,124.005980029153,124.274892120517,129.887533350414,144.905790004839,143.239694097716
130.262994291964,117.465778706239,122.231722135141,128.183880092243,124.658086748881,123.473978249073,131.482664663363,146.931407556215,144.537809990428
